Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"EC Legacy Regression Testing, OPSUI(eSOA Enhancement)",Chrome 130.0.0.0,,,12-11-2024 16:14:59,12-11-2024 16:18:14,3m - 14.593s,FAILED
,,,,,,,
Test Cases/EasyClaimLegacyLoginAndHospitalAndUser,Chrome 130.0.0.0,,,12-11-2024 16:14:59,12-11-2024 16:15:24,24.576s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,12-11-2024 16:15:00,12-11-2024 16:15:02,1.476s,PASSED
navigateToUrl(NavigateLoginPage),Chrome 130.0.0.0,,,12-11-2024 16:15:02,12-11-2024 16:15:03,1.308s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,12-11-2024 16:15:03,12-11-2024 16:15:03,0.054s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Username_Username""), Username)",Chrome 130.0.0.0,,,12-11-2024 16:15:03,12-11-2024 16:15:04,0.693s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Password)",Chrome 130.0.0.0,,,12-11-2024 16:15:04,12-11-2024 16:15:04,0.535s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,12-11-2024 16:15:04,12-11-2024 16:15:05,0.440s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Connect - Easy Claims/span_Control Panel""))",Chrome 130.0.0.0,,,12-11-2024 16:15:05,12-11-2024 16:15:08,2.907s,PASSED
navigateToUrl(NavigateControlPanel),Chrome 130.0.0.0,,,12-11-2024 16:15:08,12-11-2024 16:15:08,0.651s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Hospital Information (offline mode)""))",Chrome 130.0.0.0,,,12-11-2024 16:15:08,12-11-2024 16:15:10,1.251s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_b1 l1 bf homes, exchange 05 PAGPARTIA_a9fde9""))",Chrome 130.0.0.0,,,12-11-2024 16:15:10,12-11-2024 16:15:10,0.268s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_ConnectUserName""), HospitalUser)",Chrome 130.0.0.0,,,12-11-2024 16:15:10,12-11-2024 16:15:11,0.876s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_ConnectPassword""), HospitalPass)",Chrome 130.0.0.0,,,12-11-2024 16:15:11,12-11-2024 16:15:11,0.547s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_k-button k-primary""))",Chrome 130.0.0.0,,,12-11-2024 16:15:11,12-11-2024 16:15:12,0.306s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Hospital Code                          _698c28""))",Chrome 130.0.0.0,,,12-11-2024 16:15:12,12-11-2024 16:15:15,3.170s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Hospital Email_Hospital.HospitalEmail""), HospitalEmail)",Chrome 130.0.0.0,,,12-11-2024 16:15:15,12-11-2024 16:15:15,0.550s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Hospital Code                          _698c28""))",Chrome 130.0.0.0,,,12-11-2024 16:15:15,12-11-2024 16:15:15,0.253s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li""))",Chrome 130.0.0.0,,,12-11-2024 16:15:15,12-11-2024 16:15:16,0.303s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_User Management""))",Chrome 130.0.0.0,,,12-11-2024 16:15:16,12-11-2024 16:15:17,0.830s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_samplegmail.com_addUserBtn""))",Chrome 130.0.0.0,,,12-11-2024 16:15:17,12-11-2024 16:15:17,0.324s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_SELECT ONE_k-icon k-i-arrow-60-down""))",Chrome 130.0.0.0,,,12-11-2024 16:15:17,12-11-2024 16:15:18,0.644s,PASSED
"click(findTestObject(""Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li_Bayambang District Hospital""))",Chrome 130.0.0.0,,,12-11-2024 16:15:18,12-11-2024 16:15:18,0.523s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_Username""), CreatingUserAcc)",Chrome 130.0.0.0,,,12-11-2024 16:15:18,12-11-2024 16:15:19,0.746s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_Password""), CreatingPassword)",Chrome 130.0.0.0,,,12-11-2024 16:15:19,12-11-2024 16:15:19,0.529s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Confirm password_ConfirmPassword""), CreatingConfirmPassword)",Chrome 130.0.0.0,,,12-11-2024 16:15:19,12-11-2024 16:15:20,0.529s,PASSED
