Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"EC Legacy Regression Testing, OPSUI(eSOA Enhancement)",Chrome 130.0.0.0,,,12-11-2024 16:25:39,12-11-2024 16:27:01,1m - 22.786s,FAILED
,,,,,,,
Test Cases/EasyClaimLegacyLoginAndHospitalAndUser,Chrome 130.0.0.0,,,12-11-2024 16:25:39,12-11-2024 16:26:05,26.019s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,12-11-2024 16:25:39,12-11-2024 16:25:41,1.457s,PASSED
navigateToUrl(NavigateLoginPage),Chrome 130.0.0.0,,,12-11-2024 16:25:41,12-11-2024 16:25:42,1.639s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,12-11-2024 16:25:42,12-11-2024 16:25:43,0.054s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Username_Username""), Username)",Chrome 130.0.0.0,,,12-11-2024 16:25:43,12-11-2024 16:25:43,0.673s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Password)",Chrome 130.0.0.0,,,12-11-2024 16:25:43,12-11-2024 16:25:44,0.540s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,12-11-2024 16:25:44,12-11-2024 16:25:44,0.458s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Connect - Easy Claims/span_Control Panel""))",Chrome 130.0.0.0,,,12-11-2024 16:25:44,12-11-2024 16:25:47,2.905s,PASSED
navigateToUrl(NavigateControlPanel),Chrome 130.0.0.0,,,12-11-2024 16:25:47,12-11-2024 16:25:48,0.704s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Hospital Information (offline mode)""))",Chrome 130.0.0.0,,,12-11-2024 16:25:48,12-11-2024 16:25:49,1.681s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_b1 l1 bf homes, exchange 05 PAGPARTIA_a9fde9""))",Chrome 130.0.0.0,,,12-11-2024 16:25:49,12-11-2024 16:25:50,0.286s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_ConnectUserName""), HospitalUser)",Chrome 130.0.0.0,,,12-11-2024 16:25:50,12-11-2024 16:25:51,0.857s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_ConnectPassword""), HospitalPass)",Chrome 130.0.0.0,,,12-11-2024 16:25:51,12-11-2024 16:25:51,0.536s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_k-button k-primary""))",Chrome 130.0.0.0,,,12-11-2024 16:25:51,12-11-2024 16:25:51,0.304s,PASSED
