Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"EC Legacy Regression Testing, OPSUI(eSOA Enhancement)",Chrome 130.0.0.0,,,31-10-2024 10:36:12,31-10-2024 10:37:16,1m - 3.881s,FAILED
,,,,,,,
Test Cases/EasyClaimLegacyLoginAndHospitalAndUser,Chrome 130.0.0.0,,,31-10-2024 10:36:13,31-10-2024 10:36:39,26.735s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,31-10-2024 10:36:13,31-10-2024 10:36:15,2.010s,PASSED
navigateToUrl(NavigateLoginPage),Chrome 130.0.0.0,,,31-10-2024 10:36:15,31-10-2024 10:36:17,1.671s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,31-10-2024 10:36:17,31-10-2024 10:36:17,0.050s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Username_Username""), Username)",Chrome 130.0.0.0,,,31-10-2024 10:36:17,31-10-2024 10:36:18,0.706s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Password)",Chrome 130.0.0.0,,,31-10-2024 10:36:18,31-10-2024 10:36:18,0.561s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,31-10-2024 10:36:18,31-10-2024 10:36:19,0.473s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Connect - Easy Claims/span_Control Panel""))",Chrome 130.0.0.0,,,31-10-2024 10:36:19,31-10-2024 10:36:23,3.868s,PASSED
navigateToUrl(NavigateControlPanel),Chrome 130.0.0.0,,,31-10-2024 10:36:23,31-10-2024 10:36:23,0.493s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Hospital Information (offline mode)""))",Chrome 130.0.0.0,,,31-10-2024 10:36:23,31-10-2024 10:36:25,2.139s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_b1 l1 bf homes, exchange 05 PAGPARTIA_a9fde9""))",Chrome 130.0.0.0,,,31-10-2024 10:36:25,31-10-2024 10:36:26,0.294s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_ConnectUserName""), HospitalUser)",Chrome 130.0.0.0,,,31-10-2024 10:36:26,31-10-2024 10:36:27,0.884s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_ConnectPassword""), HospitalPass)",Chrome 130.0.0.0,,,31-10-2024 10:36:27,31-10-2024 10:36:27,0.554s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_k-button k-primary""))",Chrome 130.0.0.0,,,31-10-2024 10:36:27,31-10-2024 10:36:27,0.331s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Hospital Code                          _698c28""))",Chrome 130.0.0.0,,,31-10-2024 10:36:27,31-10-2024 10:36:30,2.832s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Hospital Email_Hospital.HospitalEmail""), HospitalEmail)",Chrome 130.0.0.0,,,31-10-2024 10:36:30,31-10-2024 10:36:31,0.547s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Hospital Code                          _698c28""))",Chrome 130.0.0.0,,,31-10-2024 10:36:31,31-10-2024 10:36:31,0.265s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li""))",Chrome 130.0.0.0,,,31-10-2024 10:36:31,31-10-2024 10:36:31,0.302s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_User Management""))",Chrome 130.0.0.0,,,31-10-2024 10:36:31,31-10-2024 10:36:32,0.734s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_samplegmail.com_addUserBtn""))",Chrome 130.0.0.0,,,31-10-2024 10:36:32,31-10-2024 10:36:32,0.362s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_SELECT ONE_k-icon k-i-arrow-60-down""))",Chrome 130.0.0.0,,,31-10-2024 10:36:32,31-10-2024 10:36:33,0.640s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li_Dr. Erlinda P. Tolentino Medical Clinic _78c317""))",Chrome 130.0.0.0,,,31-10-2024 10:36:33,31-10-2024 10:36:34,0.496s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_Username""), CreatingUserAcc)",Chrome 130.0.0.0,,,31-10-2024 10:36:34,31-10-2024 10:36:34,0.747s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_Password""), CreatingPassword)",Chrome 130.0.0.0,,,31-10-2024 10:36:34,31-10-2024 10:36:35,0.518s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Confirm password_ConfirmPassword""), CreatingConfirmPassword)",Chrome 130.0.0.0,,,31-10-2024 10:36:35,31-10-2024 10:36:35,0.548s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Email_Email""), CreatingUserEmail)",Chrome 130.0.0.0,,,31-10-2024 10:36:35,31-10-2024 10:36:36,0.548s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Roles_k-input k-readonly""))",Chrome 130.0.0.0,,,31-10-2024 10:36:36,31-10-2024 10:36:36,0.316s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Roles_k-input k-readonly""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,31-10-2024 10:36:36,31-10-2024 10:36:37,0.474s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Admin_flex-list-action""))",Chrome 130.0.0.0,,,31-10-2024 10:36:37,31-10-2024 10:36:37,0.605s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li_1""))",Chrome 130.0.0.0,,,31-10-2024 10:36:37,31-10-2024 10:36:38,0.509s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Log off""))",Chrome 130.0.0.0,,,31-10-2024 10:36:38,31-10-2024 10:36:39,1.497s,PASSED
,,,,,,,
Test Cases/EasyClaimLoginCreatedAccountAndConnect,Chrome 130.0.0.0,,,31-10-2024 10:36:39,31-10-2024 10:36:43,4.140s,PASSED
navigateToUrl(UrlLogin),Chrome 130.0.0.0,,,31-10-2024 10:36:39,31-10-2024 10:36:40,0.289s,PASSED
"setText(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Login - Easy Claims/input_Username_Username""), CreatedUser)",Chrome 130.0.0.0,,,31-10-2024 10:36:40,31-10-2024 10:36:40,0.539s,PASSED
"setText(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Login - Easy Claims/input_Password_Password""), CreatedPass)",Chrome 130.0.0.0,,,31-10-2024 10:36:40,31-10-2024 10:36:41,0.531s,PASSED
"click(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Login - Easy Claims/input_Password_submitBtn""))",Chrome 130.0.0.0,,,31-10-2024 10:36:41,31-10-2024 10:36:41,0.425s,PASSED
navigateToUrl(NavConnect),Chrome 130.0.0.0,,,31-10-2024 10:36:41,31-10-2024 10:36:42,0.278s,PASSED
"click(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/input_Username_Username""))",Chrome 130.0.0.0,,,31-10-2024 10:36:42,31-10-2024 10:36:42,0.587s,PASSED
"setText(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/input_Username_Username""), ConnectUser)",Chrome 130.0.0.0,,,31-10-2024 10:36:42,31-10-2024 10:36:43,0.528s,PASSED
"setText(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/input_Password_Password""), ConnectPass)",Chrome 130.0.0.0,,,31-10-2024 10:36:43,31-10-2024 10:36:43,0.543s,PASSED
"click(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/input_Password_k-button k-primary""))",Chrome 130.0.0.0,,,31-10-2024 10:36:43,31-10-2024 10:36:43,0.269s,PASSED
,,,,,,,
Test Cases/EasyClaimLegacyFileClaiming_CheckEligibility,Chrome 130.0.0.0,,,31-10-2024 10:36:43,31-10-2024 10:37:04,20.695s,PASSED
"click(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/span_Claims""))",Chrome 130.0.0.0,,,31-10-2024 10:36:44,31-10-2024 10:36:46,2.140s,PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,31-10-2024 10:36:46,31-10-2024 10:36:51,5.032s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_Home - Easy Claims/a_File Claim""))",Chrome 130.0.0.0,,,31-10-2024 10:36:51,31-10-2024 10:36:51,0.602s,PASSED
navigateToUrl(NavClaimFiling),Chrome 130.0.0.0,,,31-10-2024 10:36:51,31-10-2024 10:36:52,0.320s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_PIN_MemberPIN""))",Chrome 130.0.0.0,,,31-10-2024 10:36:52,31-10-2024 10:36:53,0.818s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_PIN_MemberPIN""), pPIN)",Chrome 130.0.0.0,,,31-10-2024 10:36:53,31-10-2024 10:36:53,0.730s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/div_MemberGender_DefaultMaleFemale""))",Chrome 130.0.0.0,,,31-10-2024 10:36:53,31-10-2024 10:36:54,0.266s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/div_kendo.syncReady(function()jQuery(Member_da9fb1""))",Chrome 130.0.0.0,,,31-10-2024 10:36:54,31-10-2024 10:36:54,0.273s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_PIN_fetchMemberBtn""))",Chrome 130.0.0.0,,,31-10-2024 10:36:54,31-10-2024 10:36:54,0.304s,PASSED
