Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"EC Legacy Regression Testing, OPSUI(eSOA Enhancement)",Chrome 130.0.0.0,,,12-11-2024 16:05:31,12-11-2024 16:08:34,3m - 3.441s,FAILED
,,,,,,,
Test Cases/EasyClaimLegacyLoginAndHospitalAndUser,Chrome 130.0.0.0,,,12-11-2024 16:05:31,12-11-2024 16:05:57,26.442s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,12-11-2024 16:05:32,12-11-2024 16:05:33,1.495s,PASSED
navigateToUrl(NavigateLoginPage),Chrome 130.0.0.0,,,12-11-2024 16:05:33,12-11-2024 16:05:35,1.452s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,12-11-2024 16:05:35,12-11-2024 16:05:35,0.059s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Username_Username""), Username)",Chrome 130.0.0.0,,,12-11-2024 16:05:35,12-11-2024 16:05:35,0.680s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Password)",Chrome 130.0.0.0,,,12-11-2024 16:05:35,12-11-2024 16:05:36,0.543s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,12-11-2024 16:05:36,12-11-2024 16:05:36,0.454s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Connect - Easy Claims/span_Control Panel""))",Chrome 130.0.0.0,,,12-11-2024 16:05:36,12-11-2024 16:05:39,3.206s,PASSED
navigateToUrl(NavigateControlPanel),Chrome 130.0.0.0,,,12-11-2024 16:05:39,12-11-2024 16:05:41,1.308s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Hospital Information (offline mode)""))",Chrome 130.0.0.0,,,12-11-2024 16:05:41,12-11-2024 16:05:43,2.135s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_b1 l1 bf homes, exchange 05 PAGPARTIA_a9fde9""))",Chrome 130.0.0.0,,,12-11-2024 16:05:43,12-11-2024 16:05:43,0.280s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_ConnectUserName""), HospitalUser)",Chrome 130.0.0.0,,,12-11-2024 16:05:43,12-11-2024 16:05:44,0.868s,PASSED
