Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"EC Legacy Regression Testing, OPSUI(eSOA Enhancement)",Chrome 130.0.0.0,,,31-10-2024 09:43:26,31-10-2024 09:44:03,37.214s,FAILED
,,,,,,,
Test Cases/EasyClaimLegacyLoginAndHospitalAndUser,Chrome 130.0.0.0,,,31-10-2024 09:43:26,31-10-2024 09:44:00,33.517s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,31-10-2024 09:43:27,31-10-2024 09:43:29,1.574s,PASSED
navigateToUrl(NavigateLoginPage),Chrome 130.0.0.0,,,31-10-2024 09:43:29,31-10-2024 09:43:30,1.087s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,31-10-2024 09:43:30,31-10-2024 09:43:30,0.060s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Username_Username""), Username)",Chrome 130.0.0.0,,,31-10-2024 09:43:30,31-10-2024 09:43:31,0.713s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Password)",Chrome 130.0.0.0,,,31-10-2024 09:43:31,31-10-2024 09:43:31,0.556s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,31-10-2024 09:43:31,31-10-2024 09:43:32,0.463s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Connect - Easy Claims/span_Control Panel""))",Chrome 130.0.0.0,,,31-10-2024 09:43:32,31-10-2024 09:43:35,3.180s,PASSED
navigateToUrl(NavigateControlPanel),Chrome 130.0.0.0,,,31-10-2024 09:43:35,31-10-2024 09:43:36,0.750s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Hospital Information (offline mode)""))",Chrome 130.0.0.0,,,31-10-2024 09:43:36,31-10-2024 09:43:37,1.598s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_b1 l1 bf homes, exchange 05 PAGPARTIA_a9fde9""))",Chrome 130.0.0.0,,,31-10-2024 09:43:37,31-10-2024 09:43:37,0.277s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_ConnectUserName""), HospitalUser)",Chrome 130.0.0.0,,,31-10-2024 09:43:37,31-10-2024 09:43:38,0.882s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_ConnectPassword""), HospitalPass)",Chrome 130.0.0.0,,,31-10-2024 09:43:38,31-10-2024 09:43:39,0.568s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_k-button k-primary""))",Chrome 130.0.0.0,,,31-10-2024 09:43:39,31-10-2024 09:43:39,0.346s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Hospital Code                          _698c28""))",Chrome 130.0.0.0,,,31-10-2024 09:43:39,31-10-2024 09:43:47,7.884s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Hospital Email_Hospital.HospitalEmail""), HospitalEmail)",Chrome 130.0.0.0,,,31-10-2024 09:43:47,31-10-2024 09:43:48,0.557s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Hospital Code                          _698c28""))",Chrome 130.0.0.0,,,31-10-2024 09:43:48,31-10-2024 09:43:48,0.276s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li""))",Chrome 130.0.0.0,,,31-10-2024 09:43:48,31-10-2024 09:43:48,0.307s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_User Management""))",Chrome 130.0.0.0,,,31-10-2024 09:43:48,31-10-2024 09:43:49,0.720s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_samplegmail.com_addUserBtn""))",Chrome 130.0.0.0,,,31-10-2024 09:43:49,31-10-2024 09:43:49,0.324s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_SELECT ONE_k-icon k-i-arrow-60-down""))",Chrome 130.0.0.0,,,31-10-2024 09:43:49,31-10-2024 09:43:50,0.646s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li_Dr. Erlinda P. Tolentino Medical Clinic _78c317""))",Chrome 130.0.0.0,,,31-10-2024 09:43:50,31-10-2024 09:43:50,0.499s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_Username""), CreatingUserAcc)",Chrome 130.0.0.0,,,31-10-2024 09:43:50,31-10-2024 09:43:51,0.765s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_Password""), CreatingPassword)",Chrome 130.0.0.0,,,31-10-2024 09:43:51,31-10-2024 09:43:52,0.544s,PASSED
