Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"EC Legacy Regression Testing, OPSUI(eSOA Enhancement)",Chrome 130.0.0.0,,,31-10-2024 10:43:35,31-10-2024 10:44:48,1m - 12.783s,PASSED
,,,,,,,
Test Cases/EasyClaimLegacyLoginAndHospitalAndUser,Chrome 130.0.0.0,,,31-10-2024 10:43:35,31-10-2024 10:44:06,30.107s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,31-10-2024 10:43:36,31-10-2024 10:43:38,1.856s,PASSED
navigateToUrl(NavigateLoginPage),Chrome 130.0.0.0,,,31-10-2024 10:43:38,31-10-2024 10:43:39,1.077s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,31-10-2024 10:43:39,31-10-2024 10:43:39,0.062s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Username_Username""), Username)",Chrome 130.0.0.0,,,31-10-2024 10:43:39,31-10-2024 10:43:40,0.725s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Password)",Chrome 130.0.0.0,,,31-10-2024 10:43:40,31-10-2024 10:43:41,0.549s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,31-10-2024 10:43:41,31-10-2024 10:43:41,0.474s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Connect - Easy Claims/span_Control Panel""))",Chrome 130.0.0.0,,,31-10-2024 10:43:41,31-10-2024 10:43:44,3.395s,PASSED
navigateToUrl(NavigateControlPanel),Chrome 130.0.0.0,,,31-10-2024 10:43:44,31-10-2024 10:43:46,1.351s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Hospital Information (offline mode)""))",Chrome 130.0.0.0,,,31-10-2024 10:43:46,31-10-2024 10:43:48,2.051s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_b1 l1 bf homes, exchange 05 PAGPARTIA_a9fde9""))",Chrome 130.0.0.0,,,31-10-2024 10:43:48,31-10-2024 10:43:48,0.306s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_ConnectUserName""), HospitalUser)",Chrome 130.0.0.0,,,31-10-2024 10:43:48,31-10-2024 10:43:49,0.903s,PASSED
